image_path,label,x1,y1,x2,y2
grids/stolen_71.50172881835938_41.08890652697837.png,1,391,433,441,483
grids/stolen_71.92817939453126_41.09730515827335.png,1,104,425,154,475
grids/stolen_71.92817939453126_41.09730515827335.png,1,111,426,161,476
grids/stolen_71.92817939453126_41.09730515827335.png,1,114,341,164,391
grids/stolen_71.92817939453126_41.09730515827335.png,1,101,337,151,387
grids/stolen_71.92817939453126_41.09730515827335.png,1,11,540,61,590
grids/stolen_71.92817939453126_41.09730515827335.png,1,801,345,851,395
grids/stolen_71.92817939453126_41.09730515827335.png,1,763,119,813,169
grids/stolen_71.92817939453126_41.09730515827335.png,1,733,83,783,133
grids/stolen_71.92817939453126_41.09730515827335.png,1,709,-4,759,46
grids/stolen_71.92817939453126_41.09730515827335.png,1,677,3,727,53
grids/stolen_71.92817939453126_41.09730515827335.png,1,904,194,954,244
grids/stolen_71.92817939453126_41.09730515827335.png,1,925,233,975,283
grids/stolen_71.92817939453126_41.09730515827335.png,1,937,233,987,283
grids/stolen_71.92817939453126_41.09730515827335.png,1,801,345,851,395
grids/stolen_71.92817939453126_41.09730515827335.png,1,763,119,813,169
grids/stolen_71.92817939453126_41.09730515827335.png,1,733,83,783,133
grids/stolen_71.92817939453126_41.09730515827335.png,1,709,-4,759,46
grids/stolen_71.92817939453126_41.09730515827335.png,1,677,3,727,53
grids/stolen_71.92817939453126_41.09730515827335.png,1,904,194,954,244
grids/stolen_71.92817939453126_41.09730515827335.png,1,925,233,975,283
grids/stolen_71.92817939453126_41.09730515827335.png,1,937,233,987,283
grids/stolen_71.92817939453126_41.09730515827335.png,1,763,119,813,169
grids/stolen_71.92817939453126_41.09730515827335.png,1,733,83,783,133
grids/stolen_71.92817939453126_41.09730515827335.png,1,709,-4,759,46
grids/stolen_71.92817939453126_41.09730515827335.png,1,677,3,727,53
grids/stolen_71.92817939453126_41.09730515827335.png,1,904,194,954,244
grids/stolen_71.92817939453126_41.09730515827335.png,1,925,233,975,283
grids/stolen_71.92817939453126_41.09730515827335.png,1,937,233,987,283
grids/stolen_71.92817939453126_41.09730515827335.png,1,26,567,76,617
grids/stolen_71.92817939453126_41.09730515827335.png,1,45,567,95,617
grids/stolen_71.92817939453126_41.09730515827335.png,1,63,567,113,617
grids/stolen_71.92817939453126_41.09730515827335.png,1,901,357,951,407
grids/stolen_71.92817939453126_41.09730515827335.png,1,647,294,697,344
grids/stolen_71.92817939453126_41.09730515827335.png,1,470,346,520,396
grids/stolen_71.95866645507813_41.09730515827335.png,1,268,435,318,485
grids/stolen_71.95866645507813_41.09730515827335.png,1,285,429,335,479
grids/stolen_71.95866645507813_41.09730515827335.png,1,316,432,366,482
grids/stolen_71.95866645507813_41.09730515827335.png,1,304,419,354,469
grids/stolen_71.95866645507813_41.09730515827335.png,1,335,401,385,451
grids/stolen_71.95866645507813_41.09730515827335.png,1,288,447,338,497
grids/stolen_71.95866645507813_41.09730515827335.png,1,268,435,318,485
grids/stolen_71.95866645507813_41.09730515827335.png,1,285,429,335,479
grids/stolen_71.95866645507813_41.09730515827335.png,1,316,432,366,482
grids/stolen_71.95866645507813_41.09730515827335.png,1,304,419,354,469
grids/stolen_71.95866645507813_41.09730515827335.png,1,335,401,385,451
grids/stolen_71.95866645507813_41.09730515827335.png,1,288,447,338,497
grids/stolen_71.95866645507813_41.09730515827335.png,1,268,435,318,485
grids/stolen_71.95866645507813_41.09730515827335.png,1,285,429,335,479
grids/stolen_71.95866645507813_41.09730515827335.png,1,316,432,366,482
grids/stolen_71.95866645507813_41.09730515827335.png,1,304,419,354,469
grids/stolen_71.95866645507813_41.09730515827335.png,1,335,401,385,451
grids/stolen_71.95866645507813_41.09730515827335.png,1,288,447,338,497
grids/stolen_71.95866645507813_41.09730515827335.png,1,698,653,748,703
grids/stolen_71.95866645507813_41.09730515827335.png,1,84,280,134,330
grids/stolen_71.95866645507813_41.09730515827335.png,1,113,313,163,363
grids/stolen_71.95866645507813_41.09730515827335.png,1,468,460,518,510
grids/stolen_71.95866645507813_41.09730515827335.png,1,64,275,114,325
grids/stolen_71.95866645507813_41.09730515827335.png,1,557,530,607,580
grids/stolen_71.95866645507813_41.09730515827335.png,1,493,474,543,524
grids/stolen_71.95866645507813_41.09730515827335.png,1,369,412,419,462
grids/stolen_71.95866645507813_41.09730515827335.png,1,600,638,650,688
grids/stolen_71.95866645507813_41.09730515827335.png,1,679,446,729,496
grids/stolen_71.95866645507813_41.09730515827335.png,1,710,455,760,505
grids/stolen_71.95866645507813_41.09730515827335.png,1,672,451,722,501
grids/stolen_71.95866645507813_41.09730515827335.png,1,673,448,723,498
grids/stolen_71.95866645507813_41.09730515827335.png,1,698,653,748,703
grids/stolen_71.95866645507813_41.09730515827335.png,1,698,653,748,703
grids/stolen_72.21229233398438_41.185335158273354.png,1,84,14,134,64
grids/stolen_72.21229233398438_41.185335158273354.png,1,61,67,111,117
grids/stolen_72.21229233398438_41.185335158273354.png,1,71,77,121,127
grids/stolen_72.21229233398438_41.185335158273354.png,1,95,16,145,66
grids/stolen_72.21229233398438_41.185335158273354.png,1,117,36,167,86
grids/stolen_72.21229233398438_41.185335158273354.png,1,57,95,107,145
grids/stolen_72.21229233398438_41.185335158273354.png,1,18,141,68,191
grids/stolen_72.21229233398438_41.185335158273354.png,1,-15,186,35,236
grids/stolen_72.21229233398438_41.185335158273354.png,1,84,14,134,64
grids/stolen_72.21229233398438_41.185335158273354.png,1,61,67,111,117
grids/stolen_72.21229233398438_41.185335158273354.png,1,71,77,121,127
grids/stolen_72.21229233398438_41.185335158273354.png,1,95,16,145,66
grids/stolen_72.21229233398438_41.185335158273354.png,1,117,36,167,86
grids/stolen_72.21229233398438_41.185335158273354.png,1,57,95,107,145
grids/stolen_72.21229233398438_41.185335158273354.png,1,18,141,68,191
grids/stolen_72.21229233398438_41.185335158273354.png,1,-15,186,35,236
grids/stolen_72.21229233398438_41.185335158273354.png,1,84,14,134,64
grids/stolen_72.21229233398438_41.185335158273354.png,1,61,67,111,117
grids/stolen_72.21229233398438_41.185335158273354.png,1,71,77,121,127
grids/stolen_72.21229233398438_41.185335158273354.png,1,95,16,145,66
grids/stolen_72.21229233398438_41.185335158273354.png,1,117,36,167,86
grids/stolen_72.21229233398438_41.185335158273354.png,1,57,95,107,145
grids/stolen_72.21229233398438_41.185335158273354.png,1,18,141,68,191
grids/stolen_72.21229233398438_41.185335158273354.png,1,-15,186,35,236
grids/stolen_71.7352417578125_41.00788515827335.png,1,-22,247,28,297
grids/stolen_71.7352417578125_41.00788515827335.png,1,100,24,150,74
grids/stolen_71.7352417578125_41.00788515827335.png,1,62,44,112,94
grids/stolen_71.7352417578125_41.00788515827335.png,1,-1,68,49,118
grids/stolen_71.7352417578125_41.00788515827335.png,1,93,38,143,88
grids/stolen_71.7352417578125_41.00788515827335.png,1,75,43,125,93
grids/stolen_71.7352417578125_41.00788515827335.png,1,93,44,143,94
grids/stolen_71.7352417578125_41.00788515827335.png,1,-25,71,25,121
grids/stolen_71.7352417578125_41.00788515827335.png,1,-15,57,35,107
grids/stolen_71.7352417578125_41.00788515827335.png,1,5,53,55,103
grids/stolen_71.7352417578125_41.00788515827335.png,1,28,51,78,101
grids/stolen_71.7352417578125_41.00788515827335.png,1,56,31,106,81
grids/stolen_71.7352417578125_41.00788515827335.png,1,43,44,93,94
grids/stolen_71.7352417578125_41.00788515827335.png,1,62,25,112,75
grids/stolen_71.7352417578125_41.00788515827335.png,1,66,27,116,77
grids/stolen_71.7352417578125_41.00788515827335.png,1,98,17,148,67
grids/stolen_71.7352417578125_41.00788515827335.png,1,-17,550,33,600
grids/stolen_71.7352417578125_41.00788515827335.png,1,10,426,60,476
grids/stolen_71.7352417578125_41.00788515827335.png,1,-9,66,41,116
grids/stolen_71.7352417578125_41.00788515827335.png,1,18,68,68,118
grids/stolen_71.7352417578125_41.00788515827335.png,1,146,84,196,134
grids/stolen_71.7352417578125_41.00788515827335.png,1,-13,133,37,183
grids/stolen_71.7352417578125_41.00788515827335.png,1,-17,550,33,600
grids/stolen_71.7352417578125_41.00788515827335.png,1,10,426,60,476
grids/stolen_71.7352417578125_41.00788515827335.png,1,-9,66,41,116
grids/stolen_71.7352417578125_41.00788515827335.png,1,18,68,68,118
grids/stolen_71.7352417578125_41.00788515827335.png,1,146,84,196,134
grids/stolen_71.7352417578125_41.00788515827335.png,1,-13,133,37,183
grids/stolen_71.56270293945313_41.15201136870501.png,1,704,17,754,67
grids/stolen_71.56270293945313_41.15201136870501.png,1,656,87,706,137
grids/stolen_71.56270293945313_41.15201136870501.png,1,558,136,608,186
grids/stolen_71.56270293945313_41.15201136870501.png,1,576,100,626,150
grids/stolen_71.56270293945313_41.15201136870501.png,1,638,15,688,65
grids/stolen_71.56270293945313_41.15201136870501.png,1,656,-7,706,43
grids/stolen_71.56270293945313_41.15201136870501.png,1,663,-25,713,25
grids/stolen_71.56270293945313_41.15201136870501.png,1,784,-18,834,32
grids/stolen_71.56270293945313_41.15201136870501.png,1,738,103,788,153
grids/stolen_71.56270293945313_41.15201136870501.png,1,687,224,737,274
grids/stolen_71.56270293945313_41.15201136870501.png,1,658,280,708,330
grids/stolen_71.56270293945313_41.15201136870501.png,1,620,332,670,382
grids/stolen_71.56270293945313_41.15201136870501.png,1,592,383,642,433
grids/stolen_71.56270293945313_41.15201136870501.png,1,665,352,715,402
grids/stolen_71.56270293945313_41.15201136870501.png,1,625,379,675,429
grids/stolen_71.56270293945313_41.15201136870501.png,1,753,207,803,257
grids/stolen_71.56270293945313_41.15201136870501.png,1,780,153,830,203
grids/stolen_71.56270293945313_41.15201136870501.png,1,838,-1,888,49
grids/stolen_71.56270293945313_41.15201136870501.png,1,813,77,863,127
grids/stolen_71.56270293945313_41.15201136870501.png,1,760,32,810,82
grids/stolen_71.56270293945313_41.15201136870501.png,1,714,166,764,216
grids/stolen_71.56270293945313_41.15201136870501.png,1,718,274,768,324
grids/stolen_71.56270293945313_41.15201136870501.png,1,710,12,760,62
grids/stolen_71.56270293945313_41.15201136870501.png,1,704,17,754,67
grids/stolen_71.56270293945313_41.15201136870501.png,1,656,87,706,137
grids/stolen_71.56270293945313_41.15201136870501.png,1,558,136,608,186
grids/stolen_71.56270293945313_41.15201136870501.png,1,576,100,626,150
grids/stolen_71.56270293945313_41.15201136870501.png,1,638,15,688,65
grids/stolen_71.56270293945313_41.15201136870501.png,1,656,-7,706,43
grids/stolen_71.56270293945313_41.15201136870501.png,1,663,-25,713,25
grids/stolen_71.56270293945313_41.15201136870501.png,1,784,-18,834,32
grids/stolen_71.56270293945313_41.15201136870501.png,1,738,103,788,153
grids/stolen_71.56270293945313_41.15201136870501.png,1,687,224,737,274
grids/stolen_71.56270293945313_41.15201136870501.png,1,658,280,708,330
grids/stolen_71.56270293945313_41.15201136870501.png,1,620,332,670,382
grids/stolen_71.56270293945313_41.15201136870501.png,1,592,383,642,433
grids/stolen_71.56270293945313_41.15201136870501.png,1,665,352,715,402
grids/stolen_71.56270293945313_41.15201136870501.png,1,625,379,675,429
grids/stolen_71.56270293945313_41.15201136870501.png,1,753,207,803,257
grids/stolen_71.56270293945313_41.15201136870501.png,1,780,153,830,203
grids/stolen_71.56270293945313_41.15201136870501.png,1,838,-1,888,49
grids/stolen_71.56270293945313_41.15201136870501.png,1,813,77,863,127
grids/stolen_71.56270293945313_41.15201136870501.png,1,760,32,810,82
grids/stolen_71.56270293945313_41.15201136870501.png,1,714,166,764,216
grids/stolen_71.56270293945313_41.15201136870501.png,1,718,274,768,324
grids/stolen_71.56270293945313_41.15201136870501.png,1,710,12,760,62
grids/stolen_71.56270293945313_41.15201136870501.png,1,704,17,754,67
grids/stolen_71.56270293945313_41.15201136870501.png,1,656,87,706,137
grids/stolen_71.56270293945313_41.15201136870501.png,1,558,136,608,186
grids/stolen_71.56270293945313_41.15201136870501.png,1,576,100,626,150
grids/stolen_71.56270293945313_41.15201136870501.png,1,638,15,688,65
grids/stolen_71.56270293945313_41.15201136870501.png,1,656,-7,706,43
grids/stolen_71.56270293945313_41.15201136870501.png,1,663,-25,713,25
grids/stolen_71.56270293945313_41.15201136870501.png,1,784,-18,834,32
grids/stolen_71.56270293945313_41.15201136870501.png,1,738,103,788,153
grids/stolen_71.56270293945313_41.15201136870501.png,1,687,224,737,274
grids/stolen_71.56270293945313_41.15201136870501.png,1,658,280,708,330
grids/stolen_71.56270293945313_41.15201136870501.png,1,620,332,670,382
grids/stolen_71.56270293945313_41.15201136870501.png,1,592,383,642,433
grids/stolen_71.56270293945313_41.15201136870501.png,1,665,352,715,402
grids/stolen_71.56270293945313_41.15201136870501.png,1,625,379,675,429
grids/stolen_71.56270293945313_41.15201136870501.png,1,753,207,803,257
grids/stolen_71.56270293945313_41.15201136870501.png,1,780,153,830,203
grids/stolen_71.56270293945313_41.15201136870501.png,1,838,-1,888,49
grids/stolen_71.56270293945313_41.15201136870501.png,1,813,77,863,127
grids/stolen_71.56270293945313_41.15201136870501.png,1,760,32,810,82
grids/stolen_71.56270293945313_41.15201136870501.png,1,714,166,764,216
grids/stolen_71.56270293945313_41.15201136870501.png,1,718,274,768,324
grids/stolen_71.56270293945313_41.15201136870501.png,1,710,12,760,62
grids/stolen_71.41026763671876_41.13623515827335.png,1,696,301,746,351
grids/stolen_71.41026763671876_41.13623515827335.png,1,698,233,748,283
grids/stolen_71.41026763671876_41.13623515827335.png,1,696,301,746,351
grids/stolen_71.41026763671876_41.13623515827335.png,1,698,233,748,283
grids/stolen_71.70475469726563_41.03943757913668.png,1,889,290,939,340
grids/stolen_71.70475469726563_41.03943757913668.png,1,886,344,936,394
grids/stolen_71.70475469726563_41.03943757913668.png,1,787,319,837,369
grids/stolen_71.70475469726563_41.03943757913668.png,1,773,323,823,373
grids/stolen_71.70475469726563_41.03943757913668.png,1,889,290,939,340
grids/stolen_71.70475469726563_41.03943757913668.png,1,886,344,936,394
grids/stolen_71.70475469726563_41.03943757913668.png,1,787,319,837,369
grids/stolen_71.70475469726563_41.03943757913668.png,1,773,323,823,373
grids/stolen_71.70475469726563_41.03943757913668.png,1,889,290,939,340
grids/stolen_71.70475469726563_41.03943757913668.png,1,886,344,936,394
grids/stolen_71.70475469726563_41.03943757913668.png,1,787,319,837,369
grids/stolen_71.70475469726563_41.03943757913668.png,1,773,323,823,373
grids/stolen_72.24277939453125_41.185335158273354.png,1,914,642,964,692
grids/stolen_72.24277939453125_41.185335158273354.png,1,853,618,903,668
grids/stolen_72.24277939453125_41.185335158273354.png,1,777,604,827,654
grids/stolen_72.24277939453125_41.185335158273354.png,1,718,547,768,597
grids/stolen_72.24277939453125_41.185335158273354.png,1,747,556,797,606
grids/stolen_72.24277939453125_41.185335158273354.png,1,694,544,744,594
grids/stolen_72.24277939453125_41.185335158273354.png,1,733,585,783,635
grids/stolen_72.24277939453125_41.185335158273354.png,1,784,551,834,601
grids/stolen_72.24277939453125_41.185335158273354.png,1,760,561,810,611
grids/stolen_72.24277939453125_41.185335158273354.png,1,758,561,808,611
grids/stolen_72.24277939453125_41.185335158273354.png,1,723,529,773,579
grids/stolen_72.24277939453125_41.185335158273354.png,1,756,567,806,617
grids/stolen_72.24277939453125_41.185335158273354.png,1,727,531,777,581
grids/stolen_72.24277939453125_41.185335158273354.png,1,746,547,796,597
grids/stolen_72.24277939453125_41.185335158273354.png,1,774,556,824,606
grids/stolen_72.24277939453125_41.185335158273354.png,1,745,551,795,601
grids/stolen_72.24277939453125_41.185335158273354.png,1,783,649,833,699
grids/stolen_72.24277939453125_41.185335158273354.png,1,752,627,802,677
grids/stolen_72.24277939453125_41.185335158273354.png,1,749,619,799,669
grids/stolen_72.24277939453125_41.185335158273354.png,1,775,621,825,671
grids/stolen_72.24277939453125_41.185335158273354.png,1,760,597,810,647
grids/stolen_72.24277939453125_41.185335158273354.png,1,782,628,832,678
grids/stolen_72.24277939453125_41.185335158273354.png,1,629,581,679,631
grids/stolen_72.24277939453125_41.185335158273354.png,1,727,591,777,641
grids/stolen_72.24277939453125_41.185335158273354.png,1,672,610,722,660
grids/stolen_72.24277939453125_41.185335158273354.png,1,909,588,959,638
grids/stolen_72.24277939453125_41.185335158273354.png,1,901,616,951,666
grids/stolen_72.24277939453125_41.185335158273354.png,1,938,565,988,615
grids/stolen_72.24277939453125_41.185335158273354.png,1,902,649,952,699
grids/stolen_72.24277939453125_41.185335158273354.png,1,896,637,946,687
grids/stolen_72.24277939453125_41.185335158273354.png,1,851,603,901,653
grids/stolen_72.24277939453125_41.185335158273354.png,1,877,633,927,683
grids/stolen_72.24277939453125_41.185335158273354.png,1,784,590,834,640
grids/stolen_72.24277939453125_41.185335158273354.png,1,739,534,789,584
grids/stolen_72.24277939453125_41.185335158273354.png,1,734,596,784,646
grids/stolen_72.24277939453125_41.185335158273354.png,1,764,612,814,662
grids/stolen_72.24277939453125_41.185335158273354.png,1,879,630,929,680
grids/stolen_72.24277939453125_41.185335158273354.png,1,724,530,774,580
grids/stolen_72.24277939453125_41.185335158273354.png,1,721,522,771,572
grids/stolen_72.24277939453125_41.185335158273354.png,1,796,610,846,660
grids/stolen_72.24277939453125_41.185335158273354.png,1,728,587,778,637
grids/stolen_72.24277939453125_41.185335158273354.png,1,926,598,976,648
grids/stolen_72.24277939453125_41.185335158273354.png,1,921,642,971,692
grids/stolen_72.24277939453125_41.185335158273354.png,1,917,600,967,650
grids/stolen_72.24277939453125_41.185335158273354.png,1,907,594,957,644
grids/stolen_72.24277939453125_41.185335158273354.png,1,875,656,925,706
grids/stolen_72.24277939453125_41.185335158273354.png,1,860,624,910,674
grids/stolen_72.24277939453125_41.185335158273354.png,1,790,651,840,701
grids/stolen_72.24277939453125_41.185335158273354.png,1,921,606,971,656
grids/stolen_72.24277939453125_41.185335158273354.png,1,924,631,974,681
grids/stolen_72.24277939453125_41.185335158273354.png,1,913,475,963,525
grids/stolen_72.24277939453125_41.185335158273354.png,1,907,543,957,593
grids/stolen_72.24277939453125_41.185335158273354.png,1,824,511,874,561
grids/stolen_72.24277939453125_41.185335158273354.png,1,912,548,962,598
grids/stolen_72.24277939453125_41.185335158273354.png,1,894,546,944,596
grids/stolen_72.24277939453125_41.185335158273354.png,1,848,657,898,707
grids/stolen_72.24277939453125_41.185335158273354.png,1,826,438,876,488
grids/stolen_72.24277939453125_41.185335158273354.png,1,860,499,910,549
grids/stolen_72.24277939453125_41.185335158273354.png,1,845,445,895,495
grids/stolen_72.24277939453125_41.185335158273354.png,1,871,483,921,533
grids/stolen_72.24277939453125_41.185335158273354.png,1,830,409,880,459
grids/stolen_72.24277939453125_41.185335158273354.png,1,830,419,880,469
grids/stolen_72.24277939453125_41.185335158273354.png,1,896,479,946,529
grids/stolen_72.24277939453125_41.185335158273354.png,1,820,539,870,589
grids/stolen_72.24277939453125_41.185335158273354.png,1,765,509,815,559
grids/stolen_72.24277939453125_41.185335158273354.png,1,803,536,853,586
grids/stolen_72.24277939453125_41.185335158273354.png,1,769,522,819,572
grids/stolen_72.24277939453125_41.185335158273354.png,1,909,629,959,679
grids/stolen_72.24277939453125_41.185335158273354.png,1,884,604,934,654
grids/stolen_72.24277939453125_41.185335158273354.png,1,865,580,915,630
grids/stolen_72.24277939453125_41.185335158273354.png,1,804,640,854,690
grids/stolen_72.24277939453125_41.185335158273354.png,1,863,567,913,617
grids/stolen_72.24277939453125_41.185335158273354.png,1,828,603,878,653
grids/stolen_72.24277939453125_41.185335158273354.png,1,828,643,878,693
grids/stolen_72.24277939453125_41.185335158273354.png,1,913,581,963,631
grids/stolen_72.24277939453125_41.185335158273354.png,1,912,599,962,649
grids/stolen_72.24277939453125_41.185335158273354.png,1,920,572,970,622
grids/stolen_72.24277939453125_41.185335158273354.png,1,880,633,930,683
grids/stolen_72.24277939453125_41.185335158273354.png,1,901,596,951,646
grids/stolen_72.24277939453125_41.185335158273354.png,1,941,608,991,658
grids/stolen_72.24277939453125_41.185335158273354.png,1,885,561,935,611
grids/stolen_72.24277939453125_41.185335158273354.png,1,868,569,918,619
grids/stolen_72.24277939453125_41.185335158273354.png,1,810,531,860,581
grids/stolen_72.24277939453125_41.185335158273354.png,1,874,520,924,570
grids/stolen_72.24277939453125_41.185335158273354.png,1,894,544,944,594
grids/stolen_72.24277939453125_41.185335158273354.png,1,858,585,908,635
grids/stolen_72.24277939453125_41.185335158273354.png,1,894,537,944,587
grids/stolen_72.24277939453125_41.185335158273354.png,1,895,588,945,638
grids/stolen_72.24277939453125_41.185335158273354.png,1,848,579,898,629
grids/stolen_72.24277939453125_41.185335158273354.png,1,839,524,889,574
grids/stolen_72.24277939453125_41.185335158273354.png,1,889,537,939,587
grids/stolen_72.24277939453125_41.185335158273354.png,1,910,554,960,604
grids/stolen_72.24277939453125_41.185335158273354.png,1,682,16,732,66
